name,type,date,value
电子商务与企业管理,管理学院,2016-2017-2,10
电子设计与创新基础A,电工电子实验教学中心,2016-2017-2,6
定量生理学,地生院,2016-2017-2,2
多媒体技术,传媒院,2016-2017-2,1
多媒体技术,教科院,2016-2017-2,1
多媒体技术与应用,管理学院,2016-2017-2,61
多元统计分析,经济学院,2016-2017-2,3
发展经济学,经济学院,2016-2017-2,1
法语,外院,2016-2017-2,1
分析化学,材料院,2016-2017-2,13
分析与代数高级选讲,理学院,2016-2017-2,2
复变函数,理学院,2016-2017-2,15
概率论与数理统计,理学院,2016-2017-2,476
