name,type,date,value
可编程逻辑器件,电院,2016-2017-2,4
宽带交换技术,通院,2016-2017-2,1
离散数学,计院,2016-2017-2,23
力学与热学,材料院,2016-2017-2,1
力学与热学,理学院,2016-2017-2,44
量子力学,材料院,2016-2017-2,11
量子力学,理学院,2016-2017-2,4
量子物理,电院,2016-2017-2,67
量子与固体物理,电院,2016-2017-2,23
聆听世界音乐,传媒院,2016-2017-2,7
零售学,管理学院,2016-2017-2,1
领导科学与艺术,人文院,2016-2017-2,1
流程管理,管理学院,2016-2017-2,9
旅游与中国文化,人文院,2016-2017-2,2
马克思主义基本原理概论,马院,2016-2017-2,47
毛泽东思想和中国特色社会主义理论体系概论,马院,2016-2017-2,62
媒体技术基础,教科院,2016-2017-2,8
美国文学作品选读,外院,2016-2017-2,10
密码学,计院,2016-2017-2,23
密码学,通院,2016-2017-2,3
面向对象程序设计及C++,计院,2016-2017-2,200
描述统计学,理学院,2016-2017-2,4
模拟电子技术,电院,2016-2017-2,52
模拟电子器件,电院,2016-2017-2,16
模拟电子线路A,电院,2016-2017-2,14
模拟电子线路B,电院,2016-2017-2,1
模式识别,通院,2016-2017-2,18
模式识别基础（双语）,自动化院,2016-2017-2,1
平板显示与驱动技术,材料院,2016-2017-2,2
普通物理实验Ⅰ,理学院,2016-2017-2,1
普通语言学概论,外院,2016-2017-2,2
企业战略管理,管理学院,2016-2017-2,6
企业资源规划（ERP）,管理学院,2016-2017-2,2
器件工艺与设计,光院,2016-2017-2,5
嵌入式系统B,通院,2016-2017-2,11
嵌入式系统与开发,计院,2016-2017-2,1
嵌入式系统原理与应用,物联网院,2016-2017-2,11
嵌入式智能终端开发,计院,2016-2017-2,4
全光通信网,通院,2016-2017-2,9
热力学统计物理,材料院,2016-2017-2,24
人才管理,管理学院,2016-2017-2,2
人工智能,软院,2016-2017-2,3
人工智能基础,自动化院,2016-2017-2,7
人力资源管理（双语）,管理学院,2016-2017-2,6
人员测评与选拔,管理学院,2016-2017-2,4
日本概况,外院,2016-2017-2,9
日本古典语法,外院,2016-2017-2,1
日本文学史,外院,2016-2017-2,3
日语,外院,2016-2017-2,13
日语会话Ⅱ,外院,2016-2017-2,1
日语视听说Ⅱ,外院,2016-2017-2,7
日语听力Ⅱ,外院,2016-2017-2,7
日语语法,外院,2016-2017-2,4
日语阅读Ⅱ,外院,2016-2017-2,5
软件测试,计院,2016-2017-2,4
软件工程,计院,2016-2017-2,8
软件工程（双语）,计院,2016-2017-2,22
软件工程（双语）,教科院,2016-2017-2,1
软件开发方法,计院,2016-2017-2,22
商务日语,外院,2016-2017-2,4
社工实习教学Ⅰ,人文院,2016-2017-2,1
社会保障,人文院,2016-2017-2,3
社会保障学,管理学院,2016-2017-2,2
社会工作概论,人文院,2016-2017-2,9
社会学研究方法,人文院,2016-2017-2,8
射频电路理论与设计,电院,2016-2017-2,8
审计学,管理学院,2016-2017-2,2
实用计算机组装与维护,计院,2016-2017-2,1
市场营销,管理学院,2016-2017-2,39
视听语言,传媒院,2016-2017-2,4
数据仓库与数据挖掘,管理学院,2016-2017-2,1
数据结构,计院,2016-2017-2,9
数据结构A,计院,2016-2017-2,112
数据库技术与应用,计院,2016-2017-2,123
数据库系统,教科院,2016-2017-2,4
数据库系统A,计院,2016-2017-2,19
数据库系统与设计,软院,2016-2017-2,5
数据库系统原理,物联网院,2016-2017-2,9
数据库原理（双语）,理学院,2016-2017-2,25
数据库原理及应用,地生院,2016-2017-2,3
数据库原理及应用,通院,2016-2017-2,4
数据库原理与应用,管理学院,2016-2017-2,39
数理金融,理学院,2016-2017-2,5
数理统计,理学院,2016-2017-2,13
数学分析,理学院,2016-2017-2,4
数学分析（中）,理学院,2016-2017-2,22
数学建模,理学院,2016-2017-2,36
数学物理方法,理学院,2016-2017-2,24
数值逼近（双语）,理学院,2016-2017-2,13
数字电路与逻辑设计,电院,2016-2017-2,10
数字电路与逻辑设计A,电院,2016-2017-2,227
数字电路与逻辑设计B,电院,2016-2017-2,254
数字电视原理A,通院,2016-2017-2,1
数字集成电路分析与设计（双语）,电院,2016-2017-2,35
数字图像处理与图像通信,通院,2016-2017-2,20
数字信号处理A（双语）,通院,2016-2017-2,116
数字音频技术,通院,2016-2017-2,1
思想道德修养与法律基础,马院,2016-2017-2,11
算法分析与设计,计院,2016-2017-2,76
算法分析与设计,物联网院,2016-2017-2,6
算法分析与设计C,计院,2016-2017-2,88
随机数学,理学院,2016-2017-2,5
太阳能电池材料及技术,材料院,2016-2017-2,16
体育,体育部,2016-2017-2,1001
天线原理与设计（双语）,电院,2016-2017-2,25
通信网基础,光院,2016-2017-2,2
通信网基础,通院,2016-2017-2,15
通信网基础B,通院,2016-2017-2,1
通信网络技术（双语）,通院,2016-2017-2,11
通信原理B,通院,2016-2017-2,38
通信原理C,通院,2016-2017-2,32
统计软件应用,理学院,2016-2017-2,2
统计调查与创业,经济学院,2016-2017-2,1
统计学B,经济学院,2016-2017-2,10
投资统计学,理学院,2016-2017-2,3
外贸函电与谈判（双语）,经济学院,2016-2017-2,1
网络安全技术（双语）,计院,2016-2017-2,3
网络编程技术,物联网院,2016-2017-2,8
网络地理信息系统,地生院,2016-2017-2,8
网络化测控技术,自动化院,2016-2017-2,1
网络技术与应用,计院,2016-2017-2,178
网络监控与管理技术,物联网院,2016-2017-2,2
网络信息安全,理学院,2016-2017-2,1
网络信息资源检索与利用,管理学院,2016-2017-2,15
网站设计与架构,管理学院,2016-2017-2,1
微波技术基础,电院,2016-2017-2,3
微波技术与天线,理学院,2016-2017-2,2
微电子工艺实验,电院,2016-2017-2,3
微电子器件设计,电院,2016-2017-2,7
微分方程及其数值计算,理学院,2016-2017-2,13
微分方程数值解,理学院,2016-2017-2,9
微观经济学B,经济学院,2016-2017-2,30
微型计算机接口技术,计院,2016-2017-2,56
微型计算机原理与接口,计院,2016-2017-2,4
微型计算机原理与接口技术,计院,2016-2017-2,457
文科物理,理学院,2016-2017-2,2
无线传感器网络（双语）,物联网院,2016-2017-2,5
无线通信网络规划与优化,电院,2016-2017-2,2
无线通信原理（双语）,通院,2016-2017-2,50
物理光学,电院,2016-2017-2,42
物理光学,光院,2016-2017-2,57
物理化学,材料院,2016-2017-2,17
物理实验,理学院,2016-2017-2,55
物理学概论,理学院,2016-2017-2,2
物联网安全技术,物联网院,2016-2017-2,1
物联网概论,物联网院,2016-2017-2,4
物联网感知技术及其应用,物联网院,2016-2017-2,5
误差理论与测量平差基础,地生院,2016-2017-2,8
误差理论与数据分析,自动化院,2016-2017-2,42
西方音乐史,传媒院,2016-2017-2,1
系统分析与设计（双语）,管理学院,2016-2017-2,1
显示驱动技术,材料院,2016-2017-2,1
现代管理科学基础,管理学院,2016-2017-2,11
现代控制理论（双语）,自动化院,2016-2017-2,41
现代密码学,理学院,2016-2017-2,9
现代生物学,地生院,2016-2017-2,9
现代物流管理（双语）,管理学院,2016-2017-2,1
现代物流与供应链管理,管理学院,2016-2017-2,9
现代信息技术概论,通院,2016-2017-2,14
线性代数,理学院,2016-2017-2,218
线性代数与解析几何,理学院,2016-2017-2,553
新能源发电技术,自动化院,2016-2017-2,2
薪酬管理（双语）,管理学院,2016-2017-2,2
信号与系统B,通院,2016-2017-2,101
信号与系统C,通院,2016-2017-2,17
信息安全技术,软院,2016-2017-2,1
信息安全技术,通院,2016-2017-2,1
信息管理与信息技术,通院,2016-2017-2,3
信息经济学,管理学院,2016-2017-2,2
信息论基础B,通院,2016-2017-2,14
信息论基础C,通院,2016-2017-2,13
信息论与编码,理学院,2016-2017-2,11
信息论与编码理论,计院,2016-2017-2,5
信息艺术概论,传媒院,2016-2017-2,1
形势与政策,马院,2016-2017-2,2
遥感原理与方法,地生院,2016-2017-2,10
仪器分析,材料院,2016-2017-2,21
移动通信系统B,通院,2016-2017-2,3
移动通信系统C,通院,2016-2017-2,2
移动应用开发技术,计院,2016-2017-2,2
音乐基础,传媒院,2016-2017-2,7
英美文化概论,外院,2016-2017-2,7
英语词汇与语法II,外院,2016-2017-2,1
英语听力Ⅱ,外院,2016-2017-2,3
英语阅读Ⅱ,外院,2016-2017-2,4
应用光学（双语）,光院,2016-2017-2,48
应用光学基础,自动化院,2016-2017-2,4
应用随机过程A,理学院,2016-2017-2,6
应用统计,人文院,2016-2017-2,1
应用文写作,人文院,2016-2017-2,6
邮政运作管理,管理学院,2016-2017-2,6
有机化学,材料院,2016-2017-2,48
有机化学实验,材料院,2016-2017-2,1
语音信号与数字音频,通院,2016-2017-2,4
原子物理学（双语）,理学院,2016-2017-2,11
云计算,物联网院,2016-2017-2,2
云计算技术,计院,2016-2017-2,15
运筹学,管理学院,2016-2017-2,71
运筹学,经济学院,2016-2017-2,4
运筹与优化,理学院,2016-2017-2,1
运动控制系统,自动化院,2016-2017-2,18
政治经济学,经济学院,2016-2017-2,6
政治学原理,人文院,2016-2017-2,1
职业生涯开发与管理,管理学院,2016-2017-2,2
制图基础及计算机绘图,理学院,2016-2017-2,104
智慧城市规划概论,地生院,2016-2017-2,2
智能控制,自动化院,2016-2017-2,11
智能输配电技术,自动化院,2016-2017-2,3
中国近现代史纲要,马院,2016-2017-2,8
中级财务会计,管理学院,2016-2017-2,66
自动控制基础,自动化院,2016-2017-2,13
自动控制原理,自动化院,2016-2017-2,41
自然地理学,地生院,2016-2017-2,2
4G移动通信网络的认识与演练,通院,2017-2018-1,3
Android应用开发,软院,2017-2018-1,1
DSP技术及其应用,自动化院,2017-2018-1,11
DV艺术与实践,教科院,2017-2018-1,1
HTML5富界面设计,软院,2017-2018-1,4
IP网络技术基础（双语）,通院,2017-2018-1,8
IP网络技术及应用（双语）,物联网院,2017-2018-1,2
IP网络与应用（双语）,电光微院,2017-2018-1,7
Java编程 II,软院,2017-2018-1,8
Java程序设计,计院,2017-2018-1,17
Java语言（双语）,教科院,2017-2018-1,15
Linux编程,计院,2017-2018-1,1
Linux编程,物联网院,2017-2018-1,17
MEMS与微系统设计,电光微院,2017-2018-1,7
Python语言程序设计,计院,2017-2018-1,16
TCP/IP及网络互连,通院,2017-2018-1,1
UML系统分析与设计,计院,2017-2018-1,5
Web技术,物联网院,2017-2018-1,3
Web技术（双语）,计院,2017-2018-1,1
Windows高级软件开发,计院,2017-2018-1,1
爱情影视作品中的心理学,教科院,2017-2018-1,1
半导体集成电路工艺,电光微院,2017-2018-1,20
半导体物理,电光微院,2017-2018-1,30
薄膜物理与技术,材料院,2017-2018-1,5
编译原理,计院,2017-2018-1,44
材料物理（双语）,材料院,2017-2018-1,4
财产保险,理学院,2017-2018-1,6
财务管理,管理学院,2017-2018-1,1
财务管理A,管理学院,2017-2018-1,3
财务管理A,经济学院,2017-2018-1,1
财务会计,管理学院,2017-2018-1,6
财务会计B,管理学院,2017-2018-1,8
财政学,经济学院,2017-2018-1,1
操作系统,通院,2017-2018-1,1
操作系统A,计院,2017-2018-1,37
操作系统B,计院,2017-2018-1,4
操作系统结构分析,计院,2017-2018-1,2
操作系统原理,物联网院,2017-2018-1,13
测试信号处理,自动化院,2017-2018-1,13
产业经济学,经济学院,2017-2018-1,3
城市地理学,地生院,2017-2018-1,1
城镇体系规划,地生院,2017-2018-1,1
程序设计（上机）,传媒院,2017-2018-1,2
抽样技术与应用（双语）,经济学院,2017-2018-1,10
抽样调查（双语）,理学院,2017-2018-1,6
传播学概论,传媒院,2017-2018-1,1
传感器技术,自动化院,2017-2018-1,12
传感器与检测技术,自动化院,2017-2018-1,21
创新与创业管理,管理学院,2017-2018-1,5
创新与创业管理B,管理学院,2017-2018-1,10
创业市场研究与开拓A,管理学院,2017-2018-1,1
创业市场研究与开拓B,管理学院,2017-2018-1,24
大学化学,材料院,2017-2018-1,15
大学物理,理学院,2017-2018-1,754
大学英语Ⅰ,外院,2017-2018-1,45
大学英语Ⅱ,外院,2017-2018-1,18
大学英语Ⅲ,外院,2017-2018-1,61
大学英语Ⅳ,外院,2017-2018-1,78
大学语文,社会与人口学院,2017-2018-1,19
代数与几何,理学院,2017-2018-1,18
单片机原理及系统设计,计院,2017-2018-1,57
单片机原理及应用,通院,2017-2018-1,6
地理信息系统软件应用,地生院,2017-2018-1,1
第二外语（英语）,外院,2017-2018-1,1
电磁场理论A,电光微院,2017-2018-1,25
电磁场理论B,电光微院,2017-2018-1,23
电磁场理论与光波导技术,电光微院,2017-2018-1,12
电磁场与传输理论,电光微院,2017-2018-1,32
电磁场与传输理论A,电光微院,2017-2018-1,18
电磁场与传输理论B,电光微院,2017-2018-1,68
电磁学,理学院,2017-2018-1,10
电动力学,理学院,2017-2018-1,25
电工电子技术基础,电光微院,2017-2018-1,99
电工电子实验（一）,电工电子实验教学中心,2017-2018-1,36
电机与拖动基础,自动化院,2017-2018-1,17
电力电子技术A,自动化院,2017-2018-1,32
电力系统分析,自动化院,2017-2018-1,39
电路,电光微院,2017-2018-1,2
电路分析基础A,电光微院,2017-2018-1,11
电路分析基础B,电光微院,2017-2018-1,2
电气设备,自动化院,2017-2018-1,2
电视原理,通院,2017-2018-1,13
电视原理与数字视频,通院,2017-2018-1,18
电子测量原理,自动化院,2017-2018-1,3
电子电路基础,理学院,2017-2018-1,8
电子商务,管理学院,2017-2018-1,5
电子商务导论（双语）,管理学院,2017-2018-1,1
电子设计与创新基础B,电工电子实验教学中心,2017-2018-1,3
多媒体技术,电光微院,2017-2018-1,7
多媒体技术与通信,通院,2017-2018-1,1
多媒体技术与应用,管理学院,2017-2018-1,14
多媒体信息系统,通院,2017-2018-1,1
多元统计分析,理学院,2017-2018-1,3
发光学与发光材料,材料院,2017-2018-1,11
法语（中）,外院,2017-2018-1,2
非参数统计,理学院,2017-2018-1,2
分析化学实验,材料院,2017-2018-1,1
复变函数与数理方程,理学院,2017-2018-1,4
概率论,理学院,2017-2018-1,8
概率论与数理统计,理学院,2017-2018-1,735
概率统计和随机过程,理学院,2017-2018-1,213
高等数学 Ⅰ,理学院,2017-2018-1,46
高等数学A,理学院,2017-2018-1,760
高等数学AⅠ,理学院,2017-2018-1,68
高等数学B,理学院,2017-2018-1,380
高等数学BⅠ,理学院,2017-2018-1,50
高等数学C,理学院,2017-2018-1,13
高分子材料研究方法,材料院,2017-2018-1,2
高分子物理,材料院,2017-2018-1,11
高级日语Ⅰ,外院,2017-2018-1,4
高级日语Ⅲ,外院,2017-2018-1,3
高级写作Ⅱ,外院,2017-2018-1,2
高级语言程序设计,计院,2017-2018-1,223
高级语言程序设计A,计院,2017-2018-1,352
高级语言程序设计A,现代邮政学院,2017-2018-1,3
高级语言程序设计B,计院,2017-2018-1,24
高级语言程序设计B,现代邮政学院,2017-2018-1,3
工程测量,地生院,2017-2018-1,6
工程经济,电光微院,2017-2018-1,2
工科数学分析,理学院,2017-2018-1,2
工作分析与设计,管理学院,2017-2018-1,4
工作研究技术,管理学院,2017-2018-1,8
公共部门人力资源管理,社会与人口学院,2017-2018-1,1
公共财务,社会与人口学院,2017-2018-1,6
公共经济学,社会与人口学院,2017-2018-1,9
公共经济学（双语）,社会与人口学院,2017-2018-1,13
公共政策分析（双语）,社会与人口学院,2017-2018-1,7
固体电子导论,电光微院,2017-2018-1,23
固体物理,材料院,2017-2018-1,7
管理经济学（双语）,社会与人口学院,2017-2018-1,5
管理信息系统A,管理学院,2017-2018-1,33
管理信息系统A,经济学院,2017-2018-1,7
管理学原理,管理学院,2017-2018-1,1
管理学原理,社会与人口学院,2017-2018-1,7
管理学专题研讨,管理学院,2017-2018-1,2
光电信息物理基础,电光微院,2017-2018-1,3
光电子器件与工艺（双语）,材料院,2017-2018-1,6
光电子学,电光微院,2017-2018-1,27
光通信器件（双语）,电光微院,2017-2018-1,24
光纤通信技术,通院,2017-2018-1,4
光学,材料院,2017-2018-1,5
光学,理学院,2017-2018-1,12
光学CAD,电光微院,2017-2018-1,1
广播电视测量技术,通院,2017-2018-1,2
广播电视设备与节目制作技术,通院,2017-2018-1,3
广告文案写作,传媒院,2017-2018-1,1
国际金融（双语）,经济学院,2017-2018-1,1
国际贸易,经济学院,2017-2018-1,3
国际贸易（双语）,管理学院,2017-2018-1,3
国际贸易（双语）,经济学院,2017-2018-1,9
行为心理学,材料院,2017-2018-1,16
行政法学,社会与人口学院,2017-2018-1,1
行政管理,社会与人口学院,2017-2018-1,1
行政管理专业导论,社会与人口学院,2017-2018-1,1
宏观经济学,经济学院,2017-2018-1,5
宏观经济学B,经济学院,2017-2018-1,12
汇编语言程序设计,计院,2017-2018-1,54
汇编语言程序设计,物联网院,2017-2018-1,26
会计学,经济学院,2017-2018-1,3
会计学原理,管理学院,2017-2018-1,3
货币金融学,经济学院,2017-2018-1,4
货币银行学,管理学院,2017-2018-1,1
机器人技术,自动化院,2017-2018-1,2
机械工程,通院,2017-2018-1,6
基础日语Ⅰ,外院,2017-2018-1,13
基础日语Ⅲ,外院,2017-2018-1,13
基础英语Ⅰ,外院,2017-2018-1,1
基础英语Ⅲ,外院,2017-2018-1,4
基于ASP.NET的WEB应用开发,软院,2017-2018-1,10
基于C#的Windows Store应用开发,软院,2017-2018-1,13
激光技术与应用,电光微院,2017-2018-1,6
激光原理,电光微院,2017-2018-1,19
集成光电子器件,电光微院,2017-2018-1,1
计算机通信与网络,计院,2017-2018-1,35
计算机图形学,计院,2017-2018-1,6
计算机图形学,教科院,2017-2018-1,3
计算机图形学（双语）,地生院,2017-2018-1,8
计算机网络,物联网院,2017-2018-1,39
计算机网络,自动化院,2017-2018-1,1
计算机组成与结构,计院,2017-2018-1,2
技术创新管理（双语）,管理学院,2017-2018-1,1
技术经济学,管理学院,2017-2018-1,15
技术经济学,经济学院,2017-2018-1,1
交换技术基础,通院,2017-2018-1,55
交替传译,外院,2017-2018-1,6
经济法,经济学院,2017-2018-1,2
经济史,经济学院,2017-2018-1,1
经济统计学,经济学院,2017-2018-1,6
军事理论,人武部,2017-2018-1,8
科技情报检索,图书馆,2017-2018-1,2
空间数据库,地生院,2017-2018-1,2
跨文化交际,外院,2017-2018-1,2
宽带交换技术,通院,2017-2018-1,11
宽带网络与交换技术,通院,2017-2018-1,8
劳动法,管理学院,2017-2018-1,3
离散数学,计院,2017-2018-1,88
离散数学,理学院,2017-2018-1,8
离散数学,物联网院,2017-2018-1,42
马克思主义基本原理概论,马院,2017-2018-1,65
毛泽东思想和中国特色社会主义理论体系概论,马院,2017-2018-1,106
模拟电子电路基础,电光微院,2017-2018-1,9
模拟电子线路,电光微院,2017-2018-1,7
模拟电子线路A,电光微院,2017-2018-1,235
模拟电子线路B,电光微院,2017-2018-1,769
模拟电子线路C,电光微院,2017-2018-1,63
模拟集成电路分析与设计,电光微院,2017-2018-1,45
普通物理实验Ⅱ,理学院,2017-2018-1,1
普通心理学,社会与人口学院,2017-2018-1,2
期货理论与实务,经济学院,2017-2018-1,3
企业风险管理,管理学院,2017-2018-1,2
企业战略管理,管理学院,2017-2018-1,4
嵌入式系统B,通院,2017-2018-1,17
嵌入式系统及应用,自动化院,2017-2018-1,44
嵌入式系统与开发,通院,2017-2018-1,22
热力学与统计物理,理学院,2017-2018-1,32
人口学,社会与人口学院,2017-2018-1,2
人力资源管理（双语）,管理学院,2017-2018-1,1
人身保险,理学院,2017-2018-1,5
日本文化史,外院,2017-2018-1,1
日语（中）,外院,2017-2018-1,8
日语词汇学,外院,2017-2018-1,1
日语视听说Ⅰ,外院,2017-2018-1,1
日语听力Ⅰ,外院,2017-2018-1,1
日语语言学概论,外院,2017-2018-1,2
日语阅读Ⅰ,外院,2017-2018-1,3
软件工程,通院,2017-2018-1,6
软件工程（双语）,计院,2017-2018-1,6
软件工程（双语）,物联网院,2017-2018-1,36
软件工程（双语）教育应用,教科院,2017-2018-1,1
软件工程导论,计院,2017-2018-1,13
软件外包,软院,2017-2018-1,1
三维动画,教科院,2017-2018-1,1
商业银行理论与实务,经济学院,2017-2018-1,1
社工实习教学Ⅱ,社会与人口学院,2017-2018-1,1
社会工作专业导论,社会与人口学院,2017-2018-1,1
社会科学研讨,社会与人口学院,2017-2018-1,3
社会调查方法,社会与人口学院,2017-2018-1,1
社科翻译,外院,2017-2018-1,2
摄影测量学,地生院,2017-2018-1,3
时间序列分析,理学院,2017-2018-1,4
实时操作系统与控制,自动化院,2017-2018-1,1
实用回归分析,经济学院,2017-2018-1,2
数据结构,计院,2017-2018-1,83
数据结构,教科院,2017-2018-1,11
数据结构,物联网院,2017-2018-1,51
数据结构A,计院,2017-2018-1,28
数据结构B,计院,2017-2018-1,10
数据库技术与应用,计院,2017-2018-1,32
数据库系统,软院,2017-2018-1,6
数据通信与计算机网络,计院,2017-2018-1,6
数据挖掘,计院,2017-2018-1,1
数据挖掘,物联网院,2017-2018-1,1
数理方程,理学院,2017-2018-1,42
数学分析,理学院,2017-2018-1,38
数学物理方法B,理学院,2017-2018-1,23
数值代数,理学院,2017-2018-1,13
数字电路与逻辑设计,电光微院,2017-2018-1,39
数字电路与逻辑设计A,电光微院,2017-2018-1,81
数字电路与逻辑设计B,电光微院,2017-2018-1,54
数字绘画,传媒院,2017-2018-1,1
数字媒体艺术导论,传媒院,2017-2018-1,1
数字信号处理,通院,2017-2018-1,3
数字信号处理A（双语）,通院,2017-2018-1,45
数字信号处理B,通院,2017-2018-1,26
税法,管理学院,2017-2018-1,4
思想道德修养与法律基础,马院,2017-2018-1,36
算法分析与设计,计院,2017-2018-1,9
算法分析与设计,理学院,2017-2018-1,5
算法分析与设计C,计院,2017-2018-1,11
体育,体育部,2017-2018-1,547
通信电子电路实验,电工电子实验教学中心,2017-2018-1,1
通信电子线路,电光微院,2017-2018-1,176
通信经济学,管理学院,2017-2018-1,4
通信经济学,经济学院,2017-2018-1,7
通信网基础,电光微院,2017-2018-1,5
通信原理,物联网院,2017-2018-1,16
通信原理A,通院,2017-2018-1,131
通信原理B,通院,2017-2018-1,72
通信原理C,通院,2017-2018-1,126
统计学Ⅰ,理学院,2017-2018-1,10
统计学Ⅱ,理学院,2017-2018-1,7
统计学B,管理学院,2017-2018-1,83
统计学B,经济学院,2017-2018-1,11
统计学原理,社会与人口学院,2017-2018-1,15
统计学原理 C,理学院,2017-2018-1,4
统计应用软件,经济学院,2017-2018-1,12
统计应用软件,理学院,2017-2018-1,1
统计预测与决策,理学院,2017-2018-1,3
图像处理,地生院,2017-2018-1,2
图像处理（双语）,自动化院,2017-2018-1,9
图像与视频处理,通院,2017-2018-1,5
网络安全技术,物联网院,2017-2018-1,8
网络编程技术,管理学院,2017-2018-1,8
网络传播,传媒院,2017-2018-1,4
网络攻击与防范,计院,2017-2018-1,1
网络技术导论,物联网院,2017-2018-1,13
网络技术与应用,计院,2017-2018-1,134
网络监控与管理,通院,2017-2018-1,2
网络信息安全A,计院,2017-2018-1,6
微波电路EDA,电光微院,2017-2018-1,2
微波与天线测量,电光微院,2017-2018-1,3
微电子学,电光微院,2017-2018-1,9
微电子学导论,电光微院,2017-2018-1,2
微分方程,理学院,2017-2018-1,15
微观经济学,社会与人口学院,2017-2018-1,2
微观经济学B,管理学院,2017-2018-1,32
微观经济学C,管理学院,2017-2018-1,23
微机原理及其在医学中的应用,地生院,2017-2018-1,6
微纳电子材料与器件,电光微院,2017-2018-1,3
微型计算机接口技术,计院,2017-2018-1,46
微型计算机接口技术,物联网院,2017-2018-1,16
微型计算机原理与接口技术,计院,2017-2018-1,251
卫星导航系统,地生院,2017-2018-1,2
卫星导航系统（双语）,地生院,2017-2018-1,50
文科数学,理学院,2017-2018-1,98
无机化学,材料院,2017-2018-1,13
无线传感器网络,通院,2017-2018-1,1
物理光学,电光微院,2017-2018-1,14
物理化学,材料院,2017-2018-1,4
物理实验,理学院,2017-2018-1,108
物理学概论,理学院,2017-2018-1,1
物联网导论,物联网院,2017-2018-1,17
系统工程,管理学院,2017-2018-1,16
现代管理科学基础,管理学院,2017-2018-1,17
现代精算概论,理学院,2017-2018-1,2
现代通信技术,通院,2017-2018-1,2
现代信息技术概论,通院,2017-2018-1,66
线性代数,理学院,2017-2018-1,30
线性代数与解析几何,理学院,2017-2018-1,869
新媒体广告（双语）,传媒院,2017-2018-1,4
信号与系统,通院,2017-2018-1,12
信号与系统A,通院,2017-2018-1,479
信号与系统B,通院,2017-2018-1,449
信号与系统C,通院,2017-2018-1,180
信息安全技术,软院,2017-2018-1,3
信息安全技术（电子商务安全）,管理学院,2017-2018-1,18
信息安全数学基础,计院,2017-2018-1,19
信息检索技术,计院,2017-2018-1,1
信息论基础C,通院,2017-2018-1,41
形势与政策,马院,2017-2018-1,7
虚拟仪器技术,自动化院,2017-2018-1,4
学术论文写作,外院,2017-2018-1,7
学校社会工作,社会与人口学院,2017-2018-1,1
演讲与辩论,外院,2017-2018-1,1
遥感图像处理,地生院,2017-2018-1,3
遥感原理与方法,地生院,2017-2018-1,1
移动GIS原理与系统开发,地生院,2017-2018-1,3
移动通信技术,通院,2017-2018-1,18
音乐鉴赏,文化艺术中心,2017-2018-1,1
英汉翻译,外院,2017-2018-1,1
英美文学作品选读,外院,2017-2018-1,4
英语词汇与语法I,外院,2017-2018-1,3
英语听力Ⅰ,外院,2017-2018-1,2
英语听力Ⅲ,外院,2017-2018-1,2
应用时间序列分析,经济学院,2017-2018-1,16
游戏场景设计,传媒院,2017-2018-1,2
有机化学,材料院,2017-2018-1,26
语言学概论,外院,2017-2018-1,12
原子物理学,材料院,2017-2018-1,33
运筹学,经济学院,2017-2018-1,8
运筹与优化,理学院,2017-2018-1,1
证券投资学,经济学院,2017-2018-1,1
政治经济学,经济学院,2017-2018-1,18
政治学原理,社会与人口学院,2017-2018-1,3
知识产权管理,社会与人口学院,2017-2018-1,6
职业发展与就业创业指导,机关,2017-2018-1,9
制图基础及计算机绘图,理学院,2017-2018-1,44
质量管理,管理学院,2017-2018-1,4
智能电网信息安全技术,自动化院,2017-2018-1,5
中国近现代史纲要,马院,2017-2018-1,7
中级微观经济学,经济学院,2017-2018-1,5
中外电影史,传媒院,2017-2018-1,6
专业英语（自学）,电光微院,2017-2018-1,1
专业英语（自学）,计院,2017-2018-1,11
自动控制原理,自动化院,2017-2018-1,43
自我探索,社会与人口学院,2017-2018-1,1
组织行为学,管理学院,2017-2018-1,2
组织行为学（双语）,社会与人口学院,2017-2018-1,3
4G移动通信网络的认识与演练,通院,2017-2018-2,3
Applied Optics（英文授课）,自动化院,2017-2018-2,10
C# 面向对象编程,软院,2017-2018-2,7
GIS软件工程,地生院,2017-2018-2,1
Intel多核程序设计,计院,2017-2018-2,1
IP网络技术及应用（双语）,物联网院,2017-2018-2,7
IT日语翻译,外院,2017-2018-2,2
Java 开发基础,软院,2017-2018-2,4
JavaEEWeb服务开发,软院,2017-2018-2,2
Java编程技术,通院,2017-2018-2,23
Java语言程序设计A,计院,2017-2018-2,146
Java语言程序设计B,计院,2017-2018-2,116
Matlab编程技术实验,通院,2017-2018-2,3
Matlab与科学计算,自动化院,2017-2018-2,2
MATLAB与控制系统仿真,自动化院,2017-2018-2,6
MIT计算机编程导论课件听力提升课（双语）,物联网院,2017-2018-2,4
UML系统分析与设计,计院,2017-2018-2,3
Verilog语言与可编程逻辑器件设计,电光微院,2017-2018-2,7
Web技术,教科院,2017-2018-2,2
Web技术（双语）,计院,2017-2018-2,8
半导体器件物理（双语）,电光微院,2017-2018-2,31
薄膜光学,材料院,2017-2018-2,9
编译原理,计院,2017-2018-2,40
材料发展与人类文明,材料院,2017-2018-2,6
材料化学（双语）,材料院,2017-2018-2,29
材料加工原理,材料院,2017-2018-2,14
财务管理A,管理学院,2017-2018-2,2
财务管理A,经济学院,2017-2018-2,2
财务管理B,管理学院,2017-2018-2,1
财务会计,经济学院,2017-2018-2,3
财务会计A,管理学院,2017-2018-2,3
财政学,管理学院,2017-2018-2,7
财政学,经济学院,2017-2018-2,1
操作系统,通院,2017-2018-2,9
操作系统A,计院,2017-2018-2,3
